caseId	origin	category	resolutionText	curve	pointsBits	evaluationTimeBits	expectedKind	expectedBits	expectedCategory	sampleRateBits	sampleNumberBits
rt-seed-0650	seeded	seeded-linear	0.10	LINEAR	0000000000000000:4032531a1c454bec;4023400000000000:403f1cf9e84e7750;403da00000000000:4045e105f77069d0;4047b00000000000:c0551d9e921951eb;4047f00000000000:40471c44f642e8ac	0000000000000000	bits	4032531a1c454bec			
rt-seed-0651	seeded	seeded-linear	0.001	LINEAR	0000000000000000:4051a35c3f3e1a65;401a800000000000:404ac33785c80306;4022c00000000000:4054c814f55dd492	4000f629164b694a	bits	405046a7ef9db22d			
rt-seed-0652	seeded	seeded-linear	5	LINEAR	0000000000000000:404ae175a1bd1774;4032e00000000000:403c9eca840a4b15;4040500000000000:404ac44a676ff2c7;4042c00000000000:404d92e4076eadcc;404f300000000000:402124b36b1cc56a	4049509005181b5e	bits	4041800000000000			
rt-seed-0653	seeded	seeded-linear	0.1	LINEAR	0000000000000000:408b25f86f9a6fff;4037200000000000:407105d8c13aef1d;4040f00000000000:406c259a907e6527;404d400000000000:4089919cd1e9347b	4047a7d4c0e874b8	bits	408125999999999a			
rt-seed-0654	seeded	seeded-linear	0.01	LINEAR	0000000000000000:c05264fc9998a5b0;400f000000000000:4054e59a11472346;4033a00000000000:c050fa807078a31c	402d6c87749fc457	bits	c034a66666666666			
rt-seed-0655	seeded	seeded-linear	0.00	LINEAR	0000000000000000:3fd00426d23116ec;4010800000000000:3fe3cb8556558793;4036c00000000000:3fe0c62595c4795e;4047600000000000:3fd78c644427ddce	4039a7d852081429	bits	3fe02b2f5eebaac6			
rt-seed-0656	seeded	seeded-linear	0.2	LINEAR	0000000000000000:c0427088224f5d67;4036e00000000000:c050507d697c2631;403d200000000000:4051557c92634f82;4048e00000000000:c04874f4e70f3793;4050e80000000000:4032b11f2d65f698	40103b7935e67e78	bits	c044e66666666666			
rt-seed-0657	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:3fe4175bdc511aa8;4016800000000000:3fedc1e96c534d41;402fc00000000000:3fdf3017371b1cae;4033600000000000:3fcd673aecdb95f0;4042100000000000:3fec8b3fdc4836e9	404086d87f56d9c5	bits	3fe8a85d031f0578			
rt-seed-0658	seeded	seeded-linear	1	LINEAR	0000000000000000:408db5126e0f6b15;4032600000000000:4074871765ddfbde;4033600000000000:4064be4028a2c2a9;4039800000000000:4083702a0475df42	40391ccf12809e32	bits	4082880000000000			
rt-seed-0659	seeded	seeded-linear	5	LINEAR	0000000000000000:40800225830dab1d;4030800000000000:406b4215f73fb792;4041a00000000000:4074533203d1f22a;4046d00000000000:407277111618ba8b;4050300000000000:407411d1a0af3d97	4032db3dd56e6994	bits	406cc00000000000			
rt-seed-0660	seeded	seeded-linear	0.001	LINEAR	0000000000000000:bfe87c8b48774b40;4028800000000000:3fed562c0ad55396;4035000000000000:3fd15263bb749030;4037200000000000:bfec1d6a96c7d2a8	401107836542e0f1	bits	bfc72b020c49ba5e			
rt-seed-0661	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:bfb5c285150b0330;4008000000000000:bfee391b076f937e	3fd056c6d28e653c	bits	0000000000000000			
rt-seed-0662	seeded	seeded-linear	0.00	LINEAR	0000000000000000:bfe7a77a9c5291e4;402d000000000000:3fc02646c9191228;4036200000000000:3fb9da617a7139c0;4045800000000000:3fd477c06bae13a8;4046000000000000:3fdadfe70ba616fc	0000000000000000	bits	bfe7a77a9c5291e4			
rt-seed-0663	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:3fcdb7338306a450;4034800000000000:bfddb32fa08e98e4;4042300000000000:bfcfb3e764f5e390;4047e00000000000:bfe579f77b5f0c30	401fddcfce02911e	bits	0000000000000000			
rt-seed-0664	seeded	seeded-linear	0.25	LINEAR	0000000000000000:4081c0a0eb947688;3fe4000000000000:40541c6389c3925e	3fe27e8e4682fc16	bits	405d500000000000			
rt-seed-0665	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:4050c0755f284560;4028000000000000:c0516a46d27072b3;403ea00000000000:c03783ad716d6330;404b600000000000:40464831649764f4;4054080000000000:40444e4f12c304ec	404f8216d0cf7b1d	bits	4045aaaaa76525e6			
rt-seed-0666	seeded	seeded-linear	0.25	LINEAR	0000000000000000:4034bbb41cca977b;4030200000000000:40567b5f2dc0e6eb;4043900000000000:40517b3e902a6b13;404d700000000000:404fdf345ef3bc76;4050b80000000000:405721c8df2d7a18	0000000000000000	bits	4034bbb41cca977b			
rt-seed-0667	seeded	seeded-linear	0	LINEAR	0000000000000000:404cc71a0a9121e7;3ff4000000000000:4089219fe89f93eb	3fe5477457bce921	bits	407c6c16c5963303			
rt-seed-0668	seeded	seeded-linear	1	LINEAR	0000000000000000:3fc8c5ee49e5b610;4016000000000000:bfeab7db102ed526;403be00000000000:bfeb9184e84262a2	4030167d51fdf335	bits	0000000000000000			
rt-seed-0669	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:407a8876c5111514;402ec00000000000:4066f9a4aa542bf3	0000000000000000	bits	407a8876c5111514			
rt-seed-0670	seeded	seeded-linear	0.001	LINEAR	0000000000000000:403ec2f6360c1020;4030a00000000000:4029ffaa3f458370;4032200000000000:4040b23a0d3f3134;403fe00000000000:c02f1001780ed6d8;4040c00000000000:bffa5e1670cef280	4051600000000000	bits	bffa5e1670cef280			
rt-seed-0671	seeded	seeded-linear	0.01	LINEAR	0000000000000000:408338d2e961ca7e;4038800000000000:408320016d7f1314	401697b9872a4cd9	bits	4083331eb851eb85			
rt-seed-0672	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:405422a06504df3e;4034400000000000:c05168aa093fa265;403f600000000000:4056e9d6197e71c8;4049800000000000:4056607a337ff288	40381209bf46de3b	bits	c02c7e5435e43bc4			
rt-seed-0673	seeded	seeded-linear	0.1	LINEAR	0000000000000000:3fe6f8ddf0ae19e9;402d800000000000:3fb8bb32f4e72eb8	401269a9a38e916e	bits	3fe3333333333333			
rt-seed-0674	seeded	seeded-linear	0.001	LINEAR	0000000000000000:403e46aae0eea130;4038200000000000:c05659ef2667e0ec;4042200000000000:4055046df43998dc	4015b412a1c634d4	bits	400ae147ae147ae1			
rt-seed-0675	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:3fe7290b470cd43f;4035e00000000000:3fcfb0e5c6b60444;4046000000000000:3fd5dada1af80e0e;404a600000000000:3fa4fc010f673530	4029028ac4414850	bits	3fdf9add3746f65f			
rt-seed-0676	seeded	seeded-linear	0.1	LINEAR	0000000000000000:4023cd595c73b94d;4020c00000000000:405ca5083b6e5081;4028000000000000:3fee260653f0698d	40227d3468bdfe39	bits	4055d9999999999a			
rt-seed-0677	seeded	seeded-linear	0.5	LINEAR	0000000000000000:3fc1f49d739cb200;401d800000000000:3fdf875734f5c5ca	4013866218c92a64	bits	0000000000000000			
rt-seed-0678	seeded	seeded-linear	0.001	LINEAR	0000000000000000:4080270c44467ee3;4026800000000000:4033fca09d659132	0000000000000000	bits	4080270c44467ee3			
rt-seed-0679	seeded	seeded-linear	0.01	LINEAR	0000000000000000:405a9d5f458b9f93;3fe4000000000000:40364e0504a4f603;4036200000000000:404bc8eeb33f3087;4041500000000000:4038e6c8a4611f09;404a500000000000:405adcd3357790b9	4044f6e40a298ea4	bits	404d31eb851eb852			
rt-seed-0680	seeded	seeded-linear	0.5	LINEAR	0000000000000000:4056b42e3e4544b6;4036e00000000000:4036a0431226e02a;4040e00000000000:404a9513a157eadb;4043600000000000:4057a15fc3bed7b3;4044500000000000:4032562615d9b513	402c66ea974cae96	bits	4048400000000000			
rt-seed-0681	seeded	seeded-linear	0.25	LINEAR	0000000000000000:4054c0acd884834d;4021800000000000:40405bddae1f0792	0000000000000000	bits	4054c0acd884834d			
rt-seed-0682	seeded	seeded-linear	0.5	LINEAR	0000000000000000:3f9dd40bfae03cc0;4020400000000000:bfd07db552ed271c;4037a00000000000:bfec0a00a13432a8	0000000000000000	bits	3f9dd40bfae03cc0			
rt-seed-0683	seeded	seeded-linear	0.1	LINEAR	0000000000000000:c03225f6068fbca8;4032000000000000:c05100ed04d8d3f0	40264e555c6f4708	bits	c048800000000000			
rt-seed-0684	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:404c9321eee01034;4012800000000000:4056e69b34099f88	3ffdbd6f56335c38	bits	4051bfc0dcd481cd			
rt-seed-0685	seeded	seeded-linear	0.2	LINEAR	0000000000000000:3fb84333465e9050;4033c00000000000:bfefc6fc524eabbe	402d11f29151abfe	bits	bfe3333333333333			
rt-seed-0686	seeded	seeded-linear	0	LINEAR	0000000000000000:bfed285a55993816;4037c00000000000:bfe9223dc0dde6a8;4047700000000000:3fd4c336d16e4638;404b600000000000:3fdbe421884728b0;404cc00000000000:bfee20e058955be8	4024f7db5e29dacd	bits	bfeb619ffa7e546c			
rt-seed-0687	seeded	seeded-linear	0.25	LINEAR	0000000000000000:3fc3932481c43348;4036800000000000:3fa3dd90494672a0;4037c00000000000:3fecdb9ad66f73d2;403a600000000000:3fdeab13a3c3c28c	0000000000000000	bits	3fc3932481c43348			
rt-seed-0688	seeded	seeded-linear	-1	LINEAR	0000000000000000:3fd44b6617d43d9c;4021800000000000:bfd0c572239e3154	4010a8d659538573	bits	3fa536b5a0f2af00			
rt-seed-0689	seeded	seeded-linear	0	LINEAR	0000000000000000:bfd1688a8af15878;4035000000000000:bfc763cc286aec98	0000000000000000	bits	bfd1688a8af15878			
rt-seed-0690	seeded	seeded-linear	0.01	LINEAR	0000000000000000:40589cb0851f4078;4029000000000000:4034bd823230d3d2	4000f61809ae0e76	bits	40555147ae147ae1			
rt-seed-0691	seeded	seeded-linear	0.5	LINEAR	0000000000000000:40525da20207a762;4024000000000000:c04d620f485ffa55;4039600000000000:40303ce866125a2c;4043100000000000:c044ca2f39df2ced;404d500000000000:4051c31768d34556	4043f2aaf2247bb8	bits	c03f800000000000			
rt-seed-0692	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:c048dc08605e0d43;3fe8000000000000:c040c60d8e8b4666	0000000000000000	bits	c048dc08605e0d43			
rt-seed-0693	seeded	seeded-linear	0.01	LINEAR	0000000000000000:3fe6bc61d00e10df;401f800000000000:3fa7a7c8aabcf360;4036200000000000:3fc5968491801114	401e20248bceca55	bits	3fb47ae147ae147b			
rt-seed-0694	seeded	seeded-linear	0.5	LINEAR	0000000000000000:405c9b5318a6697e;4034e00000000000:405728281ed5d63e;4041a00000000000:4040fab7cdc7f134	0000000000000000	bits	405c9b5318a6697e			
rt-seed-0695	seeded	seeded-linear	0.2	LINEAR	0000000000000000:405bffb57bcca67c;4028c00000000000:40494475770b9b9a;4031a00000000000:404bd4e935ce6487;403fa00000000000:404c74705f354fd0	3fc95a9fa876fc00	bits	405bcccccccccccd			
rt-seed-0696	seeded	seeded-linear	0.00	LINEAR	0000000000000000:40590deb35e9a72c;4033800000000000:4038cc48a8f3cd1c;4041f00000000000:404e554d96aaba24;404d200000000000:4050635c62be234b	404c677210840c0a	bits	40504f35c7cdcfea			
rt-seed-0697	seeded	seeded-linear	0.001	LINEAR	0000000000000000:3fe5b961b05b670a;4037000000000000:bfeed86424fb6188	4029aff2bf98248b	bits	bfce76c8b4395810			
rt-seed-0698	seeded	seeded-linear	0.1	LINEAR	0000000000000000:3fcab61354fa0b60;4032400000000000:3fd150beb0bc0de8;4034400000000000:3fcf4516942a7300	40343f0624be3c12	bits	3fd3333333333333			
rt-seed-0699	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:3fc202419f57ca90;4028800000000000:bfcf5785a22f7a18	3fcfdce789364b30	bits	3fc1018759b047d4			
rt-seed-0700	seeded	seeded-linear	0.001	LINEAR	0000000000000000:40836c409fafba54;402c800000000000:4086e459f2e4b3b4	401a4ed4e36b6ccd	bits	40850624dd2f1aa0			
rt-seed-0701	seeded	seeded-linear	0.25	LINEAR	0000000000000000:405009e441035093;4021400000000000:405c77dd2e999fb3;4027800000000000:404099b29bbb80ac;4030c00000000000:404299b9a0a567ea	4020d6d16a4c1d59	bits	405c200000000000			
rt-seed-0702	seeded	seeded-linear	0.00	LINEAR	0000000000000000:c045d58ce056f030;401a800000000000:c039ba7be5b86d08;402d000000000000:c02293efec003058;403d800000000000:c031b07a7fa7f580;4043d00000000000:c03100d375f10954	4041c81debd96dda	bits	c0314749bc42682b			
rt-seed-0703	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:40540bf373399eb6;4033400000000000:404ad3279c425890;4045e00000000000:c03443e65ba26464;4048000000000000:4048ad372a6a3a54	0000000000000000	bits	40540bf373399eb6			
rt-seed-0704	seeded	seeded-linear	0.10	LINEAR	0000000000000000:c0307dc5f50ab464;401d000000000000:c04975386dd6403b;4030a00000000000:404fa8206f40ff14;4039400000000000:c0573f61b72f8dc1;4044300000000000:404a5574a9ea3bfc	4041fa052958c4d9	bits	4024000000000000			
rt-seed-0705	seeded	seeded-linear	0.001	LINEAR	0000000000000000:3fdd910428913908;3ffe000000000000:bfc84b67f810e838;4012800000000000:3fe36b32c64649d0	3fc223c574f3e449	bits	3fda6e978d4fdf3b			
rt-seed-0706	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:40395f1c5f1f2bfc;4017800000000000:40476e097233c05b	404b700000000000	bits	40476e097233c05b			
rt-seed-0707	seeded	seeded-linear	1	LINEAR	0000000000000000:4068ba6ae09b0df4;4039600000000000:4089170e0eefa33d;4045c00000000000:4070f89b71e81d65	4053e00000000000	bits	4070f89b71e81d65			
rt-seed-0708	seeded	seeded-linear	-1	LINEAR	0000000000000000:3fedd89958b63c76;4013800000000000:bfebefa6a8708ea6	400d341fba2b3e8e	bits	bfdad7fc67882860			
rt-seed-0709	seeded	seeded-linear	0.001	LINEAR	0000000000000000:3ffbd16ec1d685b0;4025c00000000000:403b0be2ec57c7df	4024e6714320a03a	bits	403a0e978d4fdf3b			
rt-seed-0710	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:405c9d15e15b2feb;4036600000000000:40547b5bbf5b9bc5;403b400000000000:405f64298606f5f2;4044e00000000000:4047db601191797b	403a3935c63b1dd1	bits	405d12f68059c7a4			
rt-seed-0711	seeded	seeded-linear	5	LINEAR	0000000000000000:404320da4b23cee4;4030600000000000:404ce3be586e597c	0000000000000000	bits	404320da4b23cee4			
rt-seed-0712	seeded	seeded-linear	0.5	LINEAR	0000000000000000:c03e67bbc220b4e4;401b000000000000:4044043b43856e08	4018f52e251a9487	bits	4041400000000000			
rt-seed-0713	seeded	seeded-linear	0.001	LINEAR	0000000000000000:bfcd493679674c78;3ffe000000000000:bfe74052b6ca3b5a;4013800000000000:bfd49c115432ee94;4027c00000000000:3fb9ca1a11208ca0	4037e00000000000	bits	3fb9ca1a11208ca0			
rt-seed-0714	seeded	seeded-linear	0.2	LINEAR	0000000000000000:403bf51e03c56418;4038000000000000:c039d31a3c02f048;4046000000000000:4051f795901612ca;4046a00000000000:c0559f54dafd75bb	4044ca0010238659	bits	404e000000000000			
rt-seed-0715	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:3fd33b971d31a33a;4032c00000000000:3fd13be11611ae0e;4045f00000000000:3feb024321e2812c;4046e00000000000:3fdd82f6a09006a8;404e200000000000:3fd75b6ed853b8f6	4035b75057ecade1	bits	3fcf9add3746f65f			
rt-seed-0716	seeded	seeded-linear	0.1	LINEAR	0000000000000000:3fe687d6b6895c74;4031a00000000000:bfceed3487739488;4042f00000000000:bfc19b7078b1b7e8;4045f00000000000:3fb825aeb5390960	0000000000000000	bits	3fe687d6b6895c74			
rt-seed-0717	seeded	seeded-linear	0.00	LINEAR	0000000000000000:bfebdf0113903460;4036c00000000000:bfc9aeff4ec163e0;4042200000000000:bfd589c6541548e4	4025298a5f676432	bits	bfe1e4fecb78928a			
rt-seed-0718	seeded	seeded-linear	5	LINEAR	0000000000000000:40132696e3004c70;4037000000000000:c054bc3eb08bdf6e	0000000000000000	bits	40132696e3004c70			
rt-seed-0719	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:403610aef72b752e;4038c00000000000:403a39121945c892;403fe00000000000:40420b8ccfc835b3;4044f00000000000:403c28e8981f2311	403f0b2adfa2b98d	bits	40417819460db92e			
rt-seed-0720	seeded	seeded-linear	0.00	LINEAR	0000000000000000:3fdc167031ee1fe0;4021c00000000000:3fd1ba53b6ed49cc;4030e00000000000:3f4c61b6647fc000;4044700000000000:3fce2f0af00aee90;404ef00000000000:3fb90e19256a6000	402fbbe4a4e26fb8	bits	3fa241f3b3f8824c			
rt-seed-0721	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:c0522643fca35cb5;401d000000000000:404385fc3b333c74	3fcaee0683ece2e2	bits	c08f400000000000			
rt-seed-0722	seeded	seeded-linear	0.2	LINEAR	0000000000000000:405e2756059b826f;4019000000000000:4052fb734611915f;4035400000000000:4047a0c79c374fbb;403a600000000000:402259556d4cf028	0000000000000000	bits	405e2756059b826f			
rt-seed-0723	seeded	seeded-linear	5	LINEAR	0000000000000000:4079c61fe5c0b970;4024400000000000:407b302c79f152d6;4037a00000000000:4072704c1e6d360f;403fc00000000000:40893d7a72b17a81	402a0651f7aa30de	bits	4079a00000000000			
rt-seed-0724	seeded	seeded-linear	1	LINEAR	0000000000000000:3fc9991999ee7b64;4021400000000000:3fdc6fa0f75d2e0a	401a8f74c2628912	bits	0000000000000000			
rt-seed-0725	seeded	seeded-linear	0.5	LINEAR	0000000000000000:405427f935a833ad;4020400000000000:404e856eb14d19ac	401b6e5f441575af	bits	4050200000000000			
rt-seed-0726	seeded	seeded-linear	0	LINEAR	0000000000000000:3ff4d7acee64c3c0;4004000000000000:40413a626c75260c	3fe46884f7026d4c	bits	4023853bcb4b2ffe			
rt-seed-0727	seeded	seeded-linear	0.10	LINEAR	0000000000000000:c04e11b72bece999;4034a00000000000:c03c96e4e85b3264;4035600000000000:4047f5cd2a79dbec;4040800000000000:403c9ff5e59143d0	4024eb8543727562	bits	c0460ccccccccccd			
rt-seed-0728	seeded	seeded-linear	0.01	LINEAR	0000000000000000:3fbd0d096cc27548;4032000000000000:3fe02cb7a765e525;403d400000000000:3fdd6473af7855aa	403d400000000000	bits	3fdd6473af7855aa			
rt-seed-0729	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:4042d09ce53bf73c;4034200000000000:4037ca438a4e3e54	3feac16b84014a06	bits	40428703e05f50c8			
rt-seed-0730	seeded	seeded-linear	0	LINEAR	0000000000000000:405e9f6c1b8ff0e1;4006000000000000:4051f9bc8f711341;4026000000000000:4057ca5915d8ea53;402f400000000000:4051d1fe8bf64041	400875bacde3465f	bits	40523137efc338ee			
rt-seed-0731	seeded	seeded-linear	0.001	LINEAR	0000000000000000:3fb66d8f2efc5af0;4037400000000000:3fed5926143178cb;403c600000000000:3fd80c16ad4f2b26;404a100000000000:3fb36b93230825a8	40134c35b2cf9bd8	bits	3fd09374bc6a7efa			
rt-seed-0732	seeded	seeded-linear	5	LINEAR	0000000000000000:3fd0b8e5dc19e014;4005000000000000:bfdf46a3653ba504;4033400000000000:3fe1a22f1c24594c;4044c00000000000:3fe6871d6ceb5bc0	4043f554444e3f8f	bits	0000000000000000			
rt-seed-0733	seeded	seeded-linear	0.01	LINEAR	0000000000000000:405d537aaed86d2a;4024400000000000:402a440222ec1ce6;403e600000000000:405ab848c831c0b0	4028698548ad6231	bits	4036c28f5c28f5c3			
rt-seed-0734	seeded	seeded-linear	0.1	LINEAR	0000000000000000:403ecbcf5bda07c7;4022800000000000:405526484e07e55b;402cc00000000000:4047f9f195f28ef6	0000000000000000	bits	403ecbcf5bda07c7			
rt-seed-0735	seeded	seeded-linear	0.10	LINEAR	0000000000000000:404e814e9f96fc6f;4010800000000000:4051220e9fff8d53	401036e87757946f	bits	405119999999999a			
rt-seed-0736	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:4055adca54e60bf5;4035c00000000000:405d6313e4f7dc69;4042b00000000000:40440951b5d19c64;4043900000000000:40505174e6478817	401545d68e33aa90	bits	40579049e9581dce			
rt-seed-0737	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:3fd5d94cccf34486;4037800000000000:3fe7c2859a6c63b1;4043200000000000:3fe42d530de61e28;4049600000000000:3fe68e04bd49d911;404d300000000000:3fe985d7e5832ed8	4044f04d109ea8bc	bits	3fe4ddf5b44ca347			
rt-seed-0738	seeded	seeded-linear	1	LINEAR	0000000000000000:405f45a906f75786;4030800000000000:405bf5aa224cafe0;403f200000000000:405b72df63f174c4;4042200000000000:405174c9b09e6c92;404a000000000000:4052b80fbcfcf29e	403d69d595d2479a	bits	405bc00000000000			
rt-seed-0739	seeded	seeded-linear	0.00	LINEAR	0000000000000000:408a336960ea0f47;4034000000000000:4053ed7c8c3878e9;4042700000000000:408dd94488ce91e4;404a800000000000:40638089842dd00a	4059400000000000	bits	40638089842dd00a			
rt-seed-0740	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:405d9d4781166647;401e800000000000:405e5049533442ad;403ce00000000000:405f36c7e08fd0b7;4040400000000000:40100cab0cd95fa3	4035ffdc3111a5cb	bits	405ee522bf491e56			
rt-seed-0741	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:40011e6207ead76a;400f000000000000:4056600a45410db0;4038c00000000000:405f40d942d35778;4048100000000000:405011ea8fc5d253	4043b4fa41f220b2	bits	4055ba781600c961			
rt-seed-0742	seeded	seeded-linear	0.25	LINEAR	0000000000000000:40502d3f4121db0d;4033800000000000:4055e1ab84866160;4041000000000000:405fa76dd5964534	4057000000000000	bits	405fa76dd5964534			
rt-seed-0743	seeded	seeded-linear	5	LINEAR	0000000000000000:3fded5f4a3349266;4030400000000000:3fd3978b4e7c4c62;403a800000000000:3fbec16422c11ec8	404cc00000000000	bits	3fbec16422c11ec8			
rt-seed-0744	seeded	seeded-linear	0	LINEAR	0000000000000000:4087aaa04e6c442c;4023800000000000:40856057995c3115;402ac00000000000:406d432ddd218904;4031a00000000000:406b34dfb21e8dea	4012dbcb918199d8	bits	40868f206e592594			
rt-seed-0745	seeded	seeded-linear	0.001	LINEAR	0000000000000000:4063632bdbef542d;3ff0000000000000:406d1d81b0d4d1c3	3fcf53b112e49ac0	bits	4065c4a3d70a3d71			
rt-seed-0746	seeded	seeded-linear	0.01	LINEAR	0000000000000000:3fd230d33c2769f4;4033a00000000000:3fe87667a50b99f6;403aa00000000000:3fd9f1b653e3ef34;403de00000000000:3fd302e62c5ca802	40300f7b44a655a3	bits	3fe570a3d70a3d71			
rt-seed-0747	seeded	seeded-linear	0.25	LINEAR	0000000000000000:405d3be3b4b05950;4023800000000000:405091831b6b63d3;4030c00000000000:405e71440812591e;4044f00000000000:3ff63394163c887f;4048400000000000:403e347f146e8019	403a0dbd1f2cf743	bits	4053500000000000			
rt-seed-0748	seeded	seeded-linear	0.01	LINEAR	0000000000000000:40559f8747f7a18c;4025000000000000:c0541d384ee3da3e;403da00000000000:c024e59fc463a088;4048f00000000000:c04e090df2d7cd0f;404e900000000000:404a250319247e90	4041696adf3ad877	bits	c0372e147ae147ae			
rt-seed-0749	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:3fda799deca6cd76;4036000000000000:3fe27db2f55a4e37;4042d00000000000:3feed84fd6d8597a	4042d00000000000	bits	3feed84fd6d8597a			
rt-seed-0750	seeded	seeded-linear	0.10	LINEAR	0000000000000000:3fc9cb2f418ae974;402a800000000000:3fc5197e7978626c;4040400000000000:3fe16e91c5d44fdd	40381ece3d125a13	bits	3fd3333333333333			
rt-seed-0751	seeded	seeded-linear	0.1	LINEAR	0000000000000000:c03ff1a9e7db18a4;4024000000000000:4057ed51882cc470;4030c00000000000:4042b1ad915ca3c4;4041900000000000:40487355192dfb90	0000000000000000	bits	c03ff1a9e7db18a4			
rt-seed-0752	seeded	seeded-linear	0.001	LINEAR	0000000000000000:4046f9697e90c65b;4034200000000000:4027797a3458f814	4022a59d0bdfad52	bits	403e19999999999a			
